date,time,ampm,Year,Block address,District,PSA,FIELD CONTACT TYPE,REASON FOR STOP,Data Type,Race,Ethnicity,Sex,Age
10/26/17,10:39:23,PM,2017,2700 BLOCK OF BLADENSBURG ROAD NE,5D,503,Vehicle Stop,Pre-existing Knowledge,Person,Black,Not Hispanic Or Latino,Male,25
10/26/17,10:55:35,PM,2017,3900 BLOCK OF MINNESOTA AVENUE NE,6D,603,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,39
10/27/17,12:09:29,AM,2017,3100 BLOCK OF NEBRASKA AVENUE NW,2D,205,Pedestrian Stop,Call For Service,Person,White,Unknown,Male,24
10/27/17,12:09:29,AM,2017,3100 BLOCK OF NEBRASKA AVENUE NW,2D,205,Pedestrian Stop,Call For Service,Person,White,Unknown,Male,25
10/27/17,12:39:02,AM,2017,1300 BLOCK OF OAK STREET NW,4D,409,Vehicle Stop,Equipment Violation,Person,Black,Unknown,Male,25
10/27/17,1:48:54,AM,2017,1300 BLOCK OF CONNECTICUT AVENUE NW,2D,208,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,Unknown
10/27/17,2:49:59,AM,2017,1100 BLOCK OF 34TH STREET NW,2D,206,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,55
10/27/17,2:56:33,AM,2017,2300 BLOCK OF 11TH STREET NW,3D,304,Pedestrian Stop,Suspicious Activity,Person,Black,Unknown,Male,24
10/27/17,2:56:33,AM,2017,2300 BLOCK OF 11TH STREET NW,3D,304,Pedestrian Stop,Suspicious Activity,Person,Black,Unknown,Male,28
10/27/17,2:56:33,AM,2017,2300 BLOCK OF 11TH STREET NW,3D,304,Pedestrian Stop,Suspicious Activity,Person,Black,Unknown,Male,32
10/27/17,2:56:33,AM,2017,2300 BLOCK OF 11TH STREET NW,3D,304,Pedestrian Stop,Suspicious Activity,Person,Black,Unknown,Male,34
10/27/17,3:02:34,AM,2017,1500 BLOCK OF MONTELLO AVENUE NE,5D,506,Vehicle Stop,Equipment Violation,Person,Black,Unknown,Male,36
10/27/17,3:02:34,AM,2017,1500 BLOCK OF MONTELLO AVENUE NE,5D,506,Vehicle Stop,Equipment Violation,Person,Black,Not Hispanic Or Latino,Female,38
10/27/17,3:02:34,AM,2017,1500 BLOCK OF MONTELLO AVENUE NE,5D,506,Vehicle Stop,Equipment Violation,Person,White,Not Hispanic Or Latino,Male,46
10/27/17,4:33:20,AM,2017,2600 BLOCK OF BENNING ROAD NE,5D,507,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,55
10/27/17,4:57:14,AM,2017,,4D,403,Vehicle Stop,Moving Violation,Person,White,Hispanic Or Latino,Male,18
10/27/17,4:57:14,AM,2017,,4D,403,Vehicle Stop,Moving Violation,Person,White,Hispanic Or Latino,Male,19
10/27/17,4:57:14,AM,2017,,4D,403,Vehicle Stop,Moving Violation,Person,Unknown,Hispanic Or Latino,Male,19
10/27/17,4:57:14,AM,2017,,4D,403,Vehicle Stop,Moving Violation,Person,White,Hispanic Or Latino,Male,20
10/27/17,4:57:14,AM,2017,,4D,403,Vehicle Stop,Moving Violation,Person,Unknown,Hispanic Or Latino,Male,21
10/27/17,7:24:51,AM,2017,1200 BLOCK OF K STREET NW,1D,101,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,24
10/27/17,8:30:21,AM,2017,2400 BLOCK OF EAST CAPITOL STREET SE,1D,108,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,28
10/27/17,8:30:21,AM,2017,2400 BLOCK OF EAST CAPITOL STREET SE,1D,108,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,29
10/27/17,8:30:21,AM,2017,2400 BLOCK OF EAST CAPITOL STREET SE,1D,108,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,30
10/27/17,11:59:27,AM,2017,1000 BLOCK OF 13TH STREET SE,1D,106,Pedestrian Stop,Juvenile Contact,Person,Black,Not Hispanic Or Latino,Male,Juvenile
10/27/17,8:28:35,PM,2017,2200 BLOCK OF U PLACE SE,7D,701,Pedestrian Stop,Suspicious Activity,Person,Black,Unknown,Male,26
10/27/17,9:17:11,PM,2017,1500 BLOCK OF BENNING ROAD NE,5D,507,Pedestrian Stop,Juvenile Contact,Person,Black,Unknown,Male,Juvenile
10/27/17,9:17:11,PM,2017,1500 BLOCK OF BENNING ROAD NE,5D,507,Pedestrian Stop,Juvenile Contact,Person,Black,Not Hispanic Or Latino,Male,Juvenile
10/27/17,9:17:11,PM,2017,1500 BLOCK OF BENNING ROAD NE,5D,507,Pedestrian Stop,Juvenile Contact,Person,Black,Unknown,Male,Juvenile
10/27/17,11:49:47,PM,2017,6TH STREET NW,4D,402,Vehicle Stop,Other,Person,Black,Unknown,Male,28
10/27/17,11:49:47,PM,2017,6TH STREET NW,4D,402,Vehicle Stop,Other,Person,Black,Not Hispanic Or Latino,Male,29
10/27/17,11:49:47,PM,2017,6TH STREET NW,4D,402,Vehicle Stop,Other,Person,Black,Not Hispanic Or Latino,Male,32
10/28/17,1:37:26,AM,2017,BUCHANAN STREET NW,4D,407,Vehicle Stop,Other,Person,Unknown,Not Hispanic Or Latino,Male,35
10/28/17,3:51:51,AM,2017,900 BLOCK OF NEW HAMPSHIRE AVENUE NW,2D,207,Pedestrian Stop,Other,Person,White,Not Hispanic Or Latino,Male,24
10/28/17,3:58:22,AM,2017,RITTENHOUSE STREET NW,4D,402,Vehicle Stop,Other,Person,Black,Not Hispanic Or Latino,Male,19
10/28/17,3:58:22,AM,2017,RITTENHOUSE STREET NW,4D,402,Vehicle Stop,Other,Person,Black,Not Hispanic Or Latino,Female,22
10/28/17,7:22:13,AM,2017,1100 BLOCK OF ALLISON STREET NW,4D,404,Vehicle Stop,Special Investigation,Person,Black,Not Hispanic Or Latino,Male,24
10/28/17,7:22:13,AM,2017,1100 BLOCK OF ALLISON STREET NW,4D,404,Vehicle Stop,Special Investigation,Person,Black,Not Hispanic Or Latino,Male,24
10/28/17,7:22:13,AM,2017,1100 BLOCK OF ALLISON STREET NW,4D,404,Vehicle Stop,Special Investigation,Person,Black,Unknown,Male,28
10/28/17,8:47:15,AM,2017,2300 BLOCK OF GOOD HOPE COURT SE,7D,702,Pedestrian Stop,Pre-existing Knowledge,Person,Black,Unknown,Male,22
10/28/17,4:29:28,PM,2017,1000 BLOCK OF H STREET NE,1D,104,Pedestrian Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Male,60
10/28/17,10:17:33,PM,2017,1100 BLOCK OF 1ST PLACE NW,1D,103,Pedestrian Stop,Pre-existing Knowledge,Person,Black,Not Hispanic Or Latino,Male,26
10/28/17,10:40:44,PM,2017,1900 BLOCK OF MASSACHUSETTS AVENUE SE,1D,108,Pedestrian Stop,Pre-existing Knowledge,Person,Black,Not Hispanic Or Latino,Male,27
10/29/17,2:02:50,AM,2017,2300 BLOCK OF MINNESOTA AVENUE SE,6D,607,Pedestrian Stop,Call For Service,Person,Black,Unknown,Female,36
10/29/17,6:18:34,PM,2017,OTIS PLACE NW,4D,409,Pedestrian Stop,Other,Person,Black,Not Hispanic Or Latino,Male,18
10/29/17,6:18:34,PM,2017,OTIS PLACE NW,4D,409,Pedestrian Stop,Other,Person,Black,Not Hispanic Or Latino,Male,Juvenile
10/29/17,10:49:14,PM,2017,5800 BLOCK OF SOUTHERN AVENUE SE,6D,604,Pedestrian Stop,Call For Service,Person,Black,Unknown,Male,29
10/29/17,11:18:25,PM,2017,4100 BLOCK OF INGOMAR STREET NW,2D,202,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,Juvenile
10/30/17,1:20:43,AM,2017,4300 BLOCK OF NANNIE HELEN BURROUGHS AVENUE NE,6D,602,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,23
10/30/17,6:08:19,PM,2017,4300 BLOCK OF NANNIE HELEN BURROUGHS AVENUE NE,6D,602,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Female,20
10/30/17,6:36:58,PM,2017,,,,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Female,27
10/30/17,6:40:36,PM,2017,4400 BLOCK OF BENNING ROAD NE,6D,608,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,22
10/30/17,10:33:25,PM,2017,BARNABY STREET SE,7D,706,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,27
10/30/17,10:51:15,PM,2017,600 BLOCK OF PENNSYLVANIA AVENUE SE,1D,107,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,23
10/30/17,11:00:53,PM,2017,1200 BLOCK OF MARYLAND AVENUE NE,1D,104,Vehicle Stop,Community Policing,Person,Black,Unknown,Male,32
10/30/17,11:09:29,PM,2017,1200 BLOCK OF BARNABY TER SE,7D,706,Pedestrian Stop,Other,Person,Black,Not Hispanic Or Latino,Male,30
10/31/17,12:15:26,AM,2017,,,,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Female,31
10/31/17,12:50:14,AM,2017,2300 BLOCK OF HARTFORD STREET SE,7D,702,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Female,32
10/31/17,12:54:44,AM,2017,2300 BLOCK OF AINGER PLACE SE,7D,701,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,24
10/31/17,12:54:44,AM,2017,2300 BLOCK OF AINGER PLACE SE,7D,701,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,29
10/31/17,1:06:59,AM,2017,1300 BLOCK OF ALABAMA AVENUE SE,7D,703,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,31
10/31/17,7:45:11,AM,2017,1000 BLOCK OF 12TH STREET NW,1D,101,Pedestrian Stop,Other,Person,Black,Not Hispanic Or Latino,Female,22
10/31/17,9:56:19,PM,2017,4800 BLOCK OF BENNING ROAD SE,6D,604,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,34
11/1/17,3:27:20,AM,2017,4700 BLOCK OF 12TH STREET NE,4D,405,Vehicle Stop,Community Policing,Person,Unknown,Not Hispanic Or Latino,Male,44
11/1/17,1:59:46,PM,2017,6100 BLOCK OF GEORGIA AVENUE NW,4D,402,Pedestrian Stop,Call For Service,Person,Black,Unknown,Female,58
11/1/17,6:51:23,PM,2017,700 BLOCK OF 20TH STREET NW,2D,207,Pedestrian Stop,Call For Service,Person,White,Not Hispanic Or Latino,Male,35
11/1/17,10:09:57,PM,2017,1700 BLOCK OF WEST VIRGINIA AVENUE NE,5D,506,Vehicle Stop,Other,Person,Black,Hispanic Or Latino,Male,38
11/1/17,11:08:53,PM,2017,1800 BLOCK OF WEST VIRGINIA AVENUE NE,5D,506,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,27
11/2/17,1:04:36,AM,2017,Multiple/Unknown Address,,,Pedestrian Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Male,18
11/2/17,1:04:36,AM,2017,Multiple/Unknown Address,,,Pedestrian Stop,Community Policing,Person,White,Hispanic Or Latino,Male,19
11/2/17,1:04:36,AM,2017,Multiple/Unknown Address,,,Pedestrian Stop,Community Policing,Person,Black,Unknown,Male,41
11/2/17,1:04:36,AM,2017,Multiple/Unknown Address,,,Pedestrian Stop,Community Policing,Person,Black,Unknown,Male,Juvenile
11/2/17,1:04:36,AM,2017,Multiple/Unknown Address,,,Pedestrian Stop,Community Policing,Person,White,Hispanic Or Latino,Male,Juvenile
11/2/17,1:04:36,AM,2017,Multiple/Unknown Address,,,Pedestrian Stop,Community Policing,Person,Unknown,Hispanic Or Latino,Male,Juvenile
11/2/17,1:04:36,AM,2017,Multiple/Unknown Address,,,Pedestrian Stop,Community Policing,Person,Black,Unknown,Male,Juvenile
11/2/17,1:05:22,AM,2017,1200 BLOCK OF MOUNT OLIVET ROAD NE,5D,506,Vehicle Stop,Moving Violation,Person,White,Hispanic Or Latino,Male,21
11/2/17,1:05:22,AM,2017,1200 BLOCK OF MOUNT OLIVET ROAD NE,5D,506,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,29
11/2/17,1:05:22,AM,2017,1200 BLOCK OF MOUNT OLIVET ROAD NE,5D,506,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,49
11/2/17,2:59:15,AM,2017,4800 BLOCK OF MACARTHUR BOULEVARD NW,2D,205,Pedestrian Stop,Suspicious Activity,Person,White,Not Hispanic Or Latino,Male,46
11/2/17,5:38:10,AM,2017,9TH STREET NW,4D,407,Pedestrian Stop,Other,Person,Black,Unknown,Male,20
11/2/17,5:38:10,AM,2017,9TH STREET NW,4D,407,Pedestrian Stop,Other,Person,Black,Not Hispanic Or Latino,Male,21
11/2/17,5:38:10,AM,2017,9TH STREET NW,4D,407,Pedestrian Stop,Other,Person,Black,Not Hispanic Or Latino,Male,Juvenile
11/2/17,5:38:10,AM,2017,9TH STREET NW,4D,407,Pedestrian Stop,Other,Person,Black,Not Hispanic Or Latino,Male,Juvenile
11/2/17,4:03:09,PM,2017,1000 BLOCK OF 13TH STREET SE,1D,106,Vehicle Stop,Other,Person,Black,Not Hispanic Or Latino,Female,20
11/2/17,6:43:24,PM,2017,3600 BLOCK OF GEORGIA AVENUE NW,4D,409,Pedestrian Stop,Call For Service,Person,Black,Unknown,Male,28
11/2/17,7:19:18,PM,2017,200 BLOCK OF 15TH STREET NE,1D,108,Pedestrian Stop,Community Policing,Person,Black,Unknown,Male,58
11/2/17,7:19:18,PM,2017,200 BLOCK OF 15TH STREET NE,1D,108,Pedestrian Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Male,65
11/2/17,7:22:48,PM,2017,TENNESSEE AVENUE NE,1D,108,Pedestrian Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Male,53
11/2/17,8:53:46,PM,2017,1400 BLOCK OF P STREET NW,2D,208,Pedestrian Stop,Other,Person,Black,Unknown,Male,28
11/2/17,9:52:50,PM,2017,1200 BLOCK OF C STREET NE,1D,107,Bicycle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,50
11/2/17,11:43:06,PM,2017,4300 BLOCK OF PONDS ST NE,6D,601,Pedestrian Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Female,29
11/3/17,12:37:26,AM,2017,2300 BLOCK OF 15TH STREET NE,5D,505,Pedestrian Stop,Other,Person,Black,Not Hispanic Or Latino,Male,Juvenile
11/3/17,12:42:31,AM,2017,3900 BLOCK OF 14TH STREET NW,4D,404,Vehicle Stop,Other,Person,Black,Not Hispanic Or Latino,Male,21
11/3/17,4:19:10,AM,2017,1600 BLOCK OF 19TH STREET NW,2D,208,Pedestrian Stop,Call For Service,Person,White,Hispanic Or Latino,Male,18
11/3/17,4:19:10,AM,2017,1600 BLOCK OF 19TH STREET NW,2D,208,Pedestrian Stop,Call For Service,Person,White,Hispanic Or Latino,Male,19
11/3/17,4:19:10,AM,2017,1600 BLOCK OF 19TH STREET NW,2D,208,Pedestrian Stop,Call For Service,Person,White,Hispanic Or Latino,Male,Juvenile
11/3/17,4:25:30,AM,2017,3100 BLOCK OF N STREET NW,2D,206,Vehicle Stop,Suspicious Vehicles,Person,Unknown,Unknown,Male,21
11/3/17,4:25:30,AM,2017,3100 BLOCK OF N STREET NW,2D,206,Vehicle Stop,Suspicious Vehicles,Person,Black,Not Hispanic Or Latino,Male,28
11/3/17,4:35:32,AM,2017,2100 BLOCK OF WISCONSIN AVENUE NW,2D,204,Vehicle Stop,Suspicious Activity,Person,White,Hispanic Or Latino,Male,23
11/3/17,4:42:32,AM,2017,1900 BLOCK OF MASSACHUSETTS AVENUE NW,2D,208,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,64
11/3/17,11:38:14,AM,2017,500 BLOCK OF PARKLAND PL SE,7D,707,Pedestrian Stop,Community Policing,Person,White,Not Hispanic Or Latino,Male,50
11/3/17,4:56:09,PM,2017,1700 BLOCK OF MASSACHUSETTS AVENUE SE,1D,108,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,Juvenile
11/3/17,4:56:09,PM,2017,1700 BLOCK OF MASSACHUSETTS AVENUE SE,1D,108,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,Juvenile
11/3/17,4:56:09,PM,2017,1700 BLOCK OF MASSACHUSETTS AVENUE SE,1D,108,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,Juvenile
11/3/17,7:17:30,PM,2017,600 BLOCK OF ROXBORO PLACE NW,4D,402,Pedestrian Stop,Other,Person,Black,Not Hispanic Or Latino,Female,21
11/3/17,7:17:30,PM,2017,600 BLOCK OF ROXBORO PLACE NW,4D,402,Pedestrian Stop,Other,Person,Black,Not Hispanic Or Latino,Male,26
11/3/17,7:24:32,PM,2017,6000 BLOCK OF BLAIR ROAD NW,4D,406,Vehicle Stop,Other,Person,White,Hispanic Or Latino,Male,23
11/3/17,7:48:01,PM,2017,1900 BLOCK OF WEST VIRGINIA AVENUE NE,5D,506,Vehicle Stop,Equipment Violation,Person,Black,Unknown,Male,34
11/4/17,12:24:10,AM,2017,1200 BLOCK OF WISCONSIN AVENUE NW,2D,206,Vehicle Stop,Moving Violation,Person,Asian,Not Hispanic Or Latino,Male,36
11/4/17,4:01:04,AM,2017,1500 BLOCK OF 22ND STREET NW,2D,208,Pedestrian Stop,Community Policing,Person,White,Not Hispanic Or Latino,Male,56
11/4/17,4:05:37,AM,2017,2400 BLOCK OF N STREET NW,2D,207,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,49
11/4/17,4:12:31,AM,2017,1400 BLOCK OF 14TH STREET NW,2D,208,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Female,41
11/4/17,6:13:20,PM,2017,1600 BLOCK OF GOOD HOPE ROAD SE,7D,701,Pedestrian Stop,Other,Person,Black,Not Hispanic Or Latino,Male,Unknown
11/4/17,9:14:14,PM,2017,1400 BLOCK OF H STREET NE,1D,104,Bicycle Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,54
11/4/17,9:42:48,PM,2017,,,,Vehicle Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,34
11/4/17,9:47:40,PM,2017,600 BLOCK OF ORLEANS PLACE NE,1D,104,Vehicle Stop,Suspicious Persons,Person,Black,Unknown,Male,28
11/5/17,3:23:29,AM,2017,1100 BLOCK OF MOUNT OLIVET ROAD NE,5D,506,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,36
11/5/17,7:15:13,PM,2017,1000 BLOCK OF MICHIGAN AVENUE NE,5D,504,Pedestrian Stop,Call For Service,Person,White,Not Hispanic Or Latino,Male,48
11/5/17,11:38:26,PM,2017,700 BLOCK OF 19TH STREET NE,5D,507,Pedestrian Stop,Other,Person,Black,Unknown,Male,28
11/5/17,11:38:26,PM,2017,700 BLOCK OF 19TH STREET NE,5D,507,Pedestrian Stop,Other,Person,Black,Unknown,Male,38
11/5/17,11:38:26,PM,2017,700 BLOCK OF 19TH STREET NE,5D,507,Pedestrian Stop,Other,Person,Black,Unknown,Male,43
11/5/17,11:40:35,PM,2017,2900 BLOCK OF NORTH CAPITOL STREET NE,5D,502,Vehicle Stop,Registration Violation,Person,Black,Unknown,Male,29
11/5/17,11:41:16,PM,2017,4000 BLOCK OF 4TH STREET SE,7D,706,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,23
11/6/17,12:08:46,AM,2017,2600 BLOCK OF DOUGLASS ROAD SE,7D,703,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Female,25
11/6/17,12:08:46,AM,2017,2600 BLOCK OF DOUGLASS ROAD SE,7D,703,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,28
11/6/17,12:20:29,AM,2017,4900 BLOCK OF C STREET SE,6D,604,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,34
11/6/17,8:43:56,PM,2017,1300 BLOCK OF 21ST STREET NW,2D,208,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,Juvenile
11/6/17,8:43:56,PM,2017,1300 BLOCK OF 21ST STREET NW,2D,208,Pedestrian Stop,Suspicious Persons,Person,Black,Unknown,Male,Juvenile
11/7/17,5:40:07,AM,2017,,,,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,50
11/7/17,5:46:46,AM,2017,,,,Vehicle Stop,Moving Violation,Person,White,Hispanic Or Latino,Male,42
11/7/17,6:05:23,PM,2017,1400 BLOCK OF NORTH CAPITOL STREET NW,5D,501,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,68
11/7/17,7:57:11,PM,2017,2700 BLOCK OF PENNSYLVANIA AVENUE SE,6D,607,Pedestrian Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Female,27
11/7/17,8:26:00,PM,2017,3200 BLOCK OF M STREET NW,2D,206,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Female,26
11/8/17,1:18:00,AM,2017,4500 BLOCK OF WISCONSIN AVENUE NW,2D,202,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,54
11/8/17,2:19:28,AM,2017,700 BLOCK OF OTIS PLACE NW,4D,409,Vehicle Stop,Community Policing,Person,Black,Unknown,Male,26
11/8/17,2:29:11,AM,2017,4600 BLOCK OF 15TH STREET NW,4D,404,Vehicle Stop,Equipment Violation,Person,Black,Unknown,Male,39
11/8/17,3:53:48,AM,2017,800 BLOCK OF RITTENHOUSE STREET NW,4D,402,Vehicle Stop,Other,Person,Black,Not Hispanic Or Latino,Male,28
11/8/17,3:32:44,PM,2017,900 BLOCK OF U STREET NW,3D,305,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,23
11/8/17,3:39:38,PM,2017,1600 BLOCK OF W STREET NE,5D,505,Pedestrian Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Male,19
11/8/17,3:39:38,PM,2017,1600 BLOCK OF W STREET NE,5D,505,Pedestrian Stop,Community Policing,Person,Black,Unknown,Male,22
11/8/17,3:39:38,PM,2017,1600 BLOCK OF W STREET NE,5D,505,Pedestrian Stop,Community Policing,Person,Unknown,Unknown,Male,23
11/8/17,3:39:38,PM,2017,1600 BLOCK OF W STREET NE,5D,505,Pedestrian Stop,Community Policing,Person,Black,Unknown,Female,29
11/8/17,3:39:38,PM,2017,1600 BLOCK OF W STREET NE,5D,505,Pedestrian Stop,Community Policing,Person,Black,Unknown,Male,29
11/8/17,3:39:38,PM,2017,1600 BLOCK OF W STREET NE,5D,505,Pedestrian Stop,Community Policing,Person,Unknown,Unknown,Female,30
11/8/17,3:54:54,PM,2017,900 BLOCK OF U STREET NW,3D,305,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,23
11/8/17,7:31:29,PM,2017,700 BLOCK OF 12TH STREET SE,1D,106,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Female,24
11/8/17,7:31:29,PM,2017,700 BLOCK OF 12TH STREET SE,1D,106,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,24
11/8/17,11:33:57,PM,2017,1300 BLOCK OF FORT STEVENS DR NW,4D,402,Vehicle Stop,Other,Person,White,Unknown,Male,31
11/8/17,11:39:14,PM,2017,FARRAGUT STREET NW,4D,405,Vehicle Stop,Other,Person,Black,Not Hispanic Or Latino,Male,49
11/8/17,11:39:14,PM,2017,FARRAGUT STREET NW,4D,405,Vehicle Stop,Other,Person,Black,Not Hispanic Or Latino,Male,54
11/9/17,6:38:40,AM,2017,1800 BLOCK OF 15TH STREET NW,3D,301,Pedestrian Stop,Suspicious Activity,Person,Black,Unknown,Male,23
11/9/17,2:29:45,PM,2017,700 BLOCK OF 10TH STREET NE,1D,104,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,25
11/9/17,2:29:45,PM,2017,700 BLOCK OF 10TH STREET NE,1D,104,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,34
11/9/17,2:52:39,PM,2017,3100 BLOCK OF 13TH STREET NW,3D,302,Pedestrian Stop,Community Policing,Person,Unknown,Unknown,Male,23
11/9/17,2:52:39,PM,2017,3100 BLOCK OF 13TH STREET NW,3D,302,Pedestrian Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Male,23
11/9/17,8:52:54,PM,2017,3100 BLOCK OF 13TH STREET NW,3D,302,Pedestrian Stop,Other,Person,Unknown,Hispanic Or Latino,Male,18
11/9/17,8:52:54,PM,2017,3100 BLOCK OF 13TH STREET NW,3D,302,Pedestrian Stop,Other,Person,White,Hispanic Or Latino,Male,Juvenile
11/9/17,10:25:52,PM,2017,2000 BLOCK OF MASSACHUSETTS AVENUE NW,2D,208,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,31
11/10/17,2:39:15,AM,2017,1600 BLOCK OF 18TH STREET NW,2D,208,Vehicle Stop,Moving Violation,Person,Unknown,Unknown,Male,23
11/10/17,2:39:15,AM,2017,1600 BLOCK OF 18TH STREET NW,2D,208,Vehicle Stop,Moving Violation,Person,White,Unknown,Female,24
11/10/17,3:18:49,AM,2017,1400 BLOCK OF P STREET NW,2D,208,Pedestrian Stop,Call For Service,Person,White,Not Hispanic Or Latino,Male,57
11/10/17,3:43:54,AM,2017,1300 BLOCK OF MISSOURI AVENUE NW,4D,402,Vehicle Stop,Other,Person,Black,Unknown,Male,26
11/10/17,3:43:54,AM,2017,1300 BLOCK OF MISSOURI AVENUE NW,4D,402,Vehicle Stop,Other,Person,Black,Not Hispanic Or Latino,Male,26
11/10/17,3:43:54,AM,2017,1300 BLOCK OF MISSOURI AVENUE NW,4D,402,Vehicle Stop,Other,Person,Black,Not Hispanic Or Latino,Male,47
11/10/17,6:03:28,AM,2017,1600 BLOCK OF 16TH STREET NW,3D,301,Pedestrian Stop,Community Policing,Person,Black,Unknown,Male,35
11/10/17,11:03:44,PM,2017,2300 BLOCK OF 15TH STREET NE,5D,505,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,46
11/10/17,11:03:44,PM,2017,2300 BLOCK OF 15TH STREET NE,5D,505,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Female,49
11/10/17,11:54:46,PM,2017,FORT STEVENS DRIVE NW,4D,402,Vehicle Stop,Moving Violation,Person,White,Hispanic Or Latino,Male,22
11/10/17,11:56:44,PM,2017,,4D,403,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,20
11/10/17,11:56:44,PM,2017,,4D,403,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,21
11/10/17,11:56:44,PM,2017,,4D,403,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,30
11/10/17,11:58:33,PM,2017,1300 BLOCK OF MISSOURI AVENUE NW,4D,402,Pedestrian Stop,Other,Person,Black,Unknown,Male,26
11/10/17,11:58:33,PM,2017,1300 BLOCK OF MISSOURI AVENUE NW,4D,402,Pedestrian Stop,Other,Person,Black,Not Hispanic Or Latino,Male,26
11/11/17,12:43:36,AM,2017,6300 BLOCK OF LUZON AVENUE NW,4D,402,Vehicle Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Female,23
11/11/17,12:55:53,AM,2017,6300 BLOCK OF LUZON AVENUE NW,4D,402,Vehicle Stop,Call For Service,Person,Unknown,Unknown,Female,32
11/11/17,1:44:14,AM,2017,3700 BLOCK OF 9TH ST NW,4D,404,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,22
